ticker,catalyst_date,asset,indication
TAK,2022-01-31,VONVENDI,Type 3 von Willebrand Disease (VWD)
RHHBY,2022-01-28,Faricimab (RG7716),Diabetic Macular Edema
IMCR,2022-01-26,KIMMTRAK (tebentafusp-tebn),Uveal melanoma
MRK,2022-01-24,Gefapixant,Chronic cough
ONC,2022-01-22,DKN-01 and Tislelizumab - (DisTinGuish),Gastric / Gastroesophageal Junction Cancer
BGNE,2022-01-22,DKN-01 and Tislelizumab - (DisTinGuish),Gastric / Gastroesophageal Junction Cancer
ABBV,2022-01-21,SKYRIZI (risankizumab),Psoriatic Arthritis
GILD,2022-01-21,VEKLURY (remdesivir),COVID-19 Coronavirus
PFE,2022-01-21,Somatrogon (hGH-CTP),Children - growth hormone deficiency
OPK,2022-01-21,Somatrogon (hGH-CTP),Children - growth hormone deficiency
ABBV,2022-01-14,RINVOQ (Upadacitinib),Atopic dermatitis
ABBV,2022-01-14,RINVOQ (Upadacitinib),Atopic Dermatitis
PFE,2022-01-14,CIBINQO (abrocitinib),Atopic Dermatitis
CRIS,2022-01-06,CA-4948 - (Take Aim Leukemia),Acute Myeloid Leukemia / Myelodysplastic Syndromes (MDS)
BCYC,2022-01-05,Bicycle Toxin Conjugates zelenectide pevedotin (BT8009) - (Duravelo-2),Solid tumors
PFE,2022-01-03,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
BNTX,2022-01-03,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
FATE,2021-12-31,FT596,"B-Cell Chronic Lymphoma, chronic lymphocytic leukemia"
XERS,2021-12-30,RECORLEV (levoketoconazole),Endogenous Cushing’s syndrome
ALNY,2021-12-22,Leqvio (inclisiran),Hypercholesterolemia
NVS,2021-12-22,Leqvio (inclisiran),Hypercholesterolemia
PFE,2021-12-22,PAXLOVID (ritonavir) - (EPIC-HR),Oral Protease Inhibitor for COVID-19
TAK,2021-12-21,Eohilia (formerly TAK-721),Eosinophilic esophagitis
PFE,2021-12-21,Apretude,HIV
GSK,2021-12-21,Apretude,HIV
JAGX,2021-12-21,Canalevia-CA1,Chemotherapy-induced diarrhea (CID) in dogs
ANIP,2021-12-21,Rifabutin Capsules,Mycobacterium avium complex
CHRS,2021-12-20,YUSIMRY (adalimumab-aqvh),Psoriasis
CANF,2021-12-20,Namodenoson (CF102),"Advanced liver cancer, hepatocellular carcinoma"
ACAD,2021-12-20,NUPLAZID (pimavanserin),Alzheimer’s disease psychosis (ADP)
JNJ,2021-12-20,CAPLYTA  (Lumateperone),Bipolar depression
AMGN,2021-12-20,OTEZLA (apremilast),Plaque psoriasis
AMGN,2021-12-17,Tezspire (tezepelumab-ekko),Asthma
PFE,2021-12-17,OXBRYTA (Voxelotor),Sickle cell disease - children age 4-11
ZLAB,2021-12-17,VYVGART (efgartigimod alfa-fcab),Myasthenia gravis (MG)
AZN,2021-12-17,Tezspire (tezepelumab-ekko),Asthma
ARGX,2021-12-17,VYVGART (efgartigimod alfa-fcab),Myasthenia gravis (MG)
CALT,2021-12-15,TARPEYO (budesonide),IgA nephropathy
EGRX,2021-12-15,Vasopressin,Increase blood pressure in adults
ABBV,2021-12-15,RINVOQ (Upadacitinib),Psoriatic arthritis
BMY,2021-12-15,ORENCIA (abatacept),Graft Versus Host Disease (aGvHD)
SNY,2021-12-15,VAT0002 (booster),COVID-19 vaccine
RHHBY,2021-12-15,Polivy (polatuzumab vedotin) - (POLARIX),Diffuse Large B-Cell Lymphoma
GSK,2021-12-15,VAT0002 (booster),COVID-19 vaccine
PFE,2021-12-14,XELJANZ (tofacitinib),Ankylosing spondylitis
VERU,2021-12-13,ENTADFI (tadalafil and finasteride combo),Benign prostatic hyperplasia (BPH)
ALLO,2021-12-13,ALLO-501 - (ALPHA),Non-Hodgkin lymphoma (NHL)
MBIO,2021-12-13,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
FBIO,2021-12-13,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
EQ,2021-12-13,Itolizumab (EQ001) - (EQUATE),Acute graft-versus-host disease
CLLS,2021-12-13,ALLO-715 - (UNIVERSAL),Multiple myeloma
NKTR,2021-12-13,Bempegaldesleukin (NKTR-214) and KEYTRUDA (pembrolizumab) - (PROPEL),1L Non-small cell lung cancer (NSCLC)
BMY,2021-12-13,CELMoD (CC-92480) in combination with Dexamethasone and Bortezomib,Relapsed/Refractory Multiple Myeloma (RRMM)
ALLO,2021-12-13,ALLO-715 - (UNIVERSAL),Multiple myeloma
GILD,2021-12-13,YESCARTA (Axicabtagene ciloleucel) - (ZUMA-12),Diffuse Large B-Cell Lymphoma (DLBCL)
APTO,2021-12-13,Tuspetinib - (APTIVATE),Acute myeloid leukemia (AML)
ONC,2021-12-12,BRUKINSA (zanubrutinib),First-line chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)
LLY,2021-12-12,Pirtobrutinib (LOXO-305),Mantle cell lymphoma (MCL)
BGNE,2021-12-12,BRUKINSA (zanubrutinib),First-line chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)
RHHBY,2021-12-11,Lunsumio (mosunetuzumab-axgb),Follicular lymphoma
RHHBY,2021-12-11,Glofitamab (Glofit) + Polatuzumab Vedotin (Pola) - (NP39488),Diffuse Large B-Cell Lymphoma (DLBCL)
SQZ,2021-12-09,SQZ-PBMC-HPV-101,Solid Tumors
AFMD,2021-12-09,AFM13 + NK cells (AFM13-104),CD30-positive lymphomas
IPHA,2021-12-09,Monalizumab in combination with cetuximab + durvalumab,Squamous Cell Carcinoma of the Head and Neck (SCCHN)
AZN,2021-12-08,Evusheld (AZD7442) - (PROVENT),COVID-19
DARE,2021-12-07,DARE-BV1,Bacterial Vaginosis
ABCL,2021-12-03,Bamlanivimab and Etesevimab,COVID-19 Anti-body
LLY,2021-12-03,Bamlanivimab and Etesevimab,COVID-19 Anti-body
MRK,2021-12-03,KEYTRUDA (pembrolizumab) - (KEYNOTE-716),IIB or IIC Melanoma
HALO,2021-12-01,KYPROLIS (carfilzomib) with DARZALEX FASPRO (daratumumab and hyaluronidase-fihj) and dexamethasone,Multiple Myeloma
AMGN,2021-12-01,KYPROLIS (carfilzomib) with DARZALEX FASPRO (daratumumab and hyaluronidase-fihj) and dexamethasone,Multiple Myeloma
VBIV,2021-12-01,PreHevbrio,Hepatitis B vaccine
BYSI,2021-12-01,Plinabulin + G-CSF Combination - (PROTECTIVE 2),Chemotherapy-induced neutropenia (CIN)
LITS,2021-11-30,Zandelisib (ME-401) - (TIDAL),Relapsed/refractory Follicular Lymphoma (FL) Non Hodgkin Lymphoma
MEIP,2021-11-30,Zandelisib (ME-401) - (TIDAL),Relapsed/refractory Follicular Lymphoma (FL) Non Hodgkin Lymphoma
MREO,2021-11-30,Etigilimab in combination with Nivolumab - (ACTIVATE),Solid tumors
FENC,2021-11-29,Pedmark (sodium thiosulfate),"Ototoxicity in non-metastatic, solid tumors"
TAK,2021-11-23,TAK-620 (maribavir),Cytomegalovirus (CMV)
WHWK,2021-11-23,FYARRO,PEComa
AFMD,2021-11-22,AFM13 + NK cells (AFM13-104),CD30-positive lymphomas
BNTX,2021-11-19,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
BMRN,2021-11-19,VOXZOGO (Vosoritide),Achondroplasia
PFE,2021-11-19,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
MRK,2021-11-18,KEYTRUDA (pembrolizumab),Renal cell carcinoma (RCC)
NXTC,2021-11-13,NC318,Solid tumors
XNCR,2021-11-12,Vudalimab (XmAb717),"Solid tumors, prostate cancer"
IOVA,2021-11-12,LN-145 - (IOV-COM-202),Non-small cell lung cancer (NSCLC)
LQDA,2021-11-08,YUTREPIA (treprostinil),Pulmonary arterial hypertension
ETON,2021-11-08,EPRONTIA (topiramate) - Oral Solution,Seizures/migraine
CASI,2021-11-05,BI-1206  in combination with rituximab,Non-Hodgkin's Lymphoma
ANIP,2021-11-01,Cortrophin Gel,"Acute exacerbations of multiple sclerosis, rheumatoid arthritis, systemic lupus erythematous and ulcerative colitis"
BNTX,2021-10-29,Comirnaty (BNT162b2),COVID-19 vaccine
ABBV,2021-10-29,VUITY,Presbyopia
PFE,2021-10-29,Comirnaty (BNT162b2),COVID-19 vaccine
CLSD,2021-10-25,XIPERE (Suprachoroidal CLS-TA),Macular edema associated with uveitis
BHC,2021-10-25,XIPERE (Suprachoroidal CLS-TA),Macular edema associated with uveitis
RHHBY,2021-10-22,Susvimo (ranibizumab injection),Neovascular Age-Related Macular Degeneration
SNY,2021-10-20,DUPIXENT (dupilumab),Asthma - 6-11 year-olds
MRNA,2021-10-20,SPIKEVAX (mRNA-1273),COVID-19 vaccine
REGN,2021-10-20,DUPIXENT (dupilumab),Asthma - 6-11 year-olds
JNJ,2021-10-20,JNJ-78436735 (Ad26.COV2-S) -  (ENSEMBLE-2),COVID-19 vaccine - two-dose regimen
IBRX,2021-10-19,ANKTIVA,BCG-Unresponsive Non-Muscle Invasive Bladder Cancer
VTRS,2021-10-18,TYRVAYA (varenicline solution),Dry eye disease
ADMP,2021-10-18,ZIMHI (naloxone HCI Injection),Opioid overdose
OYST,2021-10-18,TYRVAYA (varenicline solution),Dry eye disease
OMER,2021-10-18,YARTEMLEA (Narsoplimab),Hematopoietic stem cell-associated TMA (HSCT-TMA)
GILD,2021-10-18,Biktarvy,HIV
UTHR,2021-10-15,TYVASO (treprostinil) DPI,Pulmonary arterial hypertension and pulmonary hypertension associated with interstitial lung disease (PH-ILD)
MNKD,2021-10-15,TYVASO (treprostinil) DPI,Pulmonary arterial hypertension and pulmonary hypertension associated with interstitial lung disease (PH-ILD)
RHHBY,2021-10-15,TECENTRIQ (atezolizumab),Non-Small Cell Lung Cancer
MRK,2021-10-13,KEYTRUDA (pembrolizumab) + chemo with or without bevacizumab,Cervical Cancer
LLY,2021-10-13,VERZENIO (Abemaciclib),HR+ / HER2- breast cancer
CRSP,2021-10-12,CTX110 - (CARBON),CD19+ B-cell malignancies
OCUL,2021-10-11,DEXTENZA,Allergic conjunctivitis
AMGN,2021-10-08,TAVNEOS (avacopan),Associated vasculitis (AAV)
URGN,2021-10-05,ZUSDURI (VesiGel UGN-102 (mitomycin)) - (ENVISION),Low grade non-muscle invasive bladder cancer (LG-NMIBC)
GILD,2021-10-01,TECARTUS (brexucabtagene autoleucel),Adult patients with r/r ALL - cancer
MIRM,2021-09-29,LIVMARLI (Maralixibat),Alagille Syndrome (ALGS)
PFE,2021-09-28,ERBITUX (cetuximab injection) + BRAFTOVI (encorafenib),Metastatic colorectal cancer
ABBV,2021-09-28,QULIPTA (Atogepant),Chronic migraine
LLY,2021-09-28,ERBITUX (cetuximab injection) + BRAFTOVI (encorafenib),Metastatic colorectal cancer
CADL,2021-09-25,linoserpaturev (CAN-3110),Glioma
AMGN,2021-09-24,REPATHA (evolocumab),Cardiovascular disease
PFE,2021-09-22,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
INCY,2021-09-22,JAKAFI (Ruxolitinib),Steroid-refractory chronic GVHD (Graft versus host disease)
BNTX,2021-09-22,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
INCY,2021-09-21,Opzelura (Ruxolitinib),Atopic dermatitis
TGTX,2021-09-20,Ublituximab (TG-1101) + UKONIQ (umbralisib) + VENCLEXTA (venetoclax) - (ULTRA-V),Chronic Lymphocytic Leukemia
GMAB,2021-09-20,TIVDAK (tisotumab vedotin),Cervical Cancer
BIIB,2021-09-20,BYOOVIZ,Biosimilar (ranibizumab)
PFE,2021-09-20,TIVDAK (tisotumab vedotin),Cervical Cancer
EXEL,2021-09-20,CABOMETYX (Cabozantinib) - (COSMIC-311),Thyroid Carcinoma
TAK,2021-09-20,CABOMETYX (Cabozantinib) - (COSMIC-311),Thyroid Carcinoma
VRCA,2021-09-20,YCANTH (cantharidin),Molluscum contagiosum
AZN,2021-09-18,ENHERTU (trastuzumab deruxtecan) - (DESTINY-Lung01),Non-squamous non-small cell lung cancer (NSCLC)
EXEL,2021-09-17,CABOMETYX (Cabozantinib) - (COSMIC-311),Thyroid Carcinoma
ADAP,2021-09-17,Gavo-cel (TC-210),Mesothelin-positive solid tumors
TAK,2021-09-17,CABOMETYX (Cabozantinib) - (COSMIC-311),Thyroid Carcinoma
BMY,2021-09-17,Gavo-cel (TC-210),Mesothelin-positive solid tumors
AZN,2021-09-17,ENHERTU (trastuzumab deruxtecan) - (DESTINY-Gastric01/02),Gastric cancer
AGEN,2021-09-17,Balstilimab (anti-PD-1) and Zalifrelimab - AGEN1884 (anti-CTLA-4),Soft Tissue Sarcoma
ABCL,2021-09-16,Bamlanivimab and Etesevimab,COVID-19 Anti-body
LLY,2021-09-16,Bamlanivimab and Etesevimab,COVID-19 Anti-body
MGNX,2021-09-16,MARGENZA (margetuximab) and MGA012 (MAHOGANY),Gastric cancer
BGNE,2021-09-15,BRUKINSA (zanubrutinib),Marginal Zone Lymphoma
TAK,2021-09-15,EXKIVITY (Mobocertinib),Non-small cell lung cancer (NSCLC)
ONC,2021-09-15,BRUKINSA (zanubrutinib),Marginal Zone Lymphoma
TGTX,2021-09-13,Ublituximab (TG-1101) + UKONIQ (umbralisib) + VENCLEXTA (venetoclax) - (ULTRA-V),Chronic Lymphocytic Leukemia
IBRX,2021-09-13,ANKTIVA,BCG-Unresponsive Non-Muscle Invasive Bladder Cancer
DAWN,2021-09-10,Upifitamab Rilsodotin (XMT-1536) - (UPLIFT),"Ovarian Cancer, Non Small Cell Lung Cancer"
ADAP,2021-09-05,AFP (ADP-A2AFP),Hepatocellular carcinoma
IMPL,2021-09-03,TRUDHESA (Dihydroergotamine),Migraine
BGNE,2021-09-01,BRUKINSA (zanubrutinib),Waldenström’s macroglobulinemia
ONC,2021-09-01,BRUKINSA (zanubrutinib),Waldenström’s macroglobulinemia
MRK,2021-08-31,KEYTRUDA (pembrolizumab) - KN-361,Bladder cancer
ASND,2021-08-25,SKYTROFA,Growth hormone deficiency in children
XERS,2021-08-23,Gvoke Kit,Hypoglycemia
PFE,2021-08-23,Comirnaty (BNT162b2),COVID-19 vaccine
BNTX,2021-08-23,Comirnaty (BNT162b2),COVID-19 vaccine
TVRD,2021-08-23,KORSUVA (CR845/difelikefalin) injection,Chronic kidney disease (CKD) on hemodialysis (HD) with Moderate-to Severe Pruritus
BMY,2021-08-20,OPDIVO (nivolumab),Urothelial Carcinoma
FATE,2021-08-19,FT516,Acute Myelogenous Leukemia / B-cell Lymphoma
LLY,2021-08-18,JARDIANCE (empagliflozin),Heart failure with reduced ejection fraction
GSK,2021-08-17,JEMPERLI (Dostarlimab),Mismatch repair deficient (dMMR) solid tumors
ANAB,2021-08-17,JEMPERLI (Dostarlimab),Mismatch repair deficient (dMMR) solid tumors
MRK,2021-08-13,WELIREG (Belzutifan),Von Hippel-Lindau Syndrome
PFE,2021-08-13,TicoVac,Tick-borne encephalitis (TBE) vaccine
CARM,2021-08-13,Vicineum,Non-muscle invasive bladder cancer (NMIBC)
JAZZ,2021-08-12,XYWAV,Idiopathic Hypersomnia
AZN,2021-08-11,Roxadustat,Anaemia in Chronic Kidney Disease
MRK,2021-08-11,KEYTRUDA (pembrolizumab)and LENVIMA (lenvatinib),Renal Cell Carcinoma
FGEN,2021-08-11,Roxadustat,Anaemia in Chronic Kidney Disease
SNY,2021-08-06,Nexviazyme (avalglucosidase alfa),Pompe disease
ASRT,2021-08-06,ROLVEDON (eflapegrastim-xnst),Neutropenia
SPPI,2021-08-06,ROLVEDON (eflapegrastim-xnst),Neutropenia
AZN,2021-08-02,SAPHNELO (Anifrolumab),Lupus
JNJ,2021-07-31,UPTRAVI (selexipag),Pediatric pulmonary arterial hypertension (PAH)
ARDX,2021-07-29,XPHOZAH (tenapanor),Serum phosphorus - chronic kidney disease (CKD) on dialysis
GSK,2021-07-29,NUCALA (Mepolizumab),Chronic rhinosinusitis with nasal polyps
ABBV,2021-07-29,BOTOX,Upper Limb Spasticity
SLGL,2021-07-27,Twyneo,Acne
MRK,2021-07-27,KEYTRUDA (pembrolizumab) - (KEYNOTE-522),Triple negative breast cancer (TNBC)
ITRM,2021-07-26,ORLYNVAH (Oral Sulopenem),Uncomplicated urinary tract infections (uUTI)
AZN,2021-07-23,BYDUREON BCise,Type 2 diabetes (Pediatric)
INCY,2021-07-23,Zynyz (retifanlimab-dlwr),Advanced Anal Cancer Patients
ABBV,2021-07-23,DALVANCE (dalbavancin),Acute bacterial skin and skin structure infections (ABSSSI) - pediatric
MRK,2021-07-22,KEYTRUDA (pembrolizumab) and LENVIMA (lenvatinib),Endometrial Cancer
IPSEY,2021-07-20,BYLVAY (odevixibat),Progressive familial intrahepatic cholestasis (PFIC)
LGND,2021-07-16,VAXNEUVANCE,Pneumococcal disease
MRK,2021-07-16,VAXNEUVANCE,Pneumococcal disease
AZN,2021-07-15,Roxadustat,Anaemia in Chronic Kidney Disease
FGEN,2021-07-15,Roxadustat,Anaemia in Chronic Kidney Disease
HALO,2021-07-12,DARZALEX (Daratumumab) in combination with Pomalyst (pomalidomide) and dexamethasone,Multiple myeloma
JNJ,2021-07-12,DARZALEX (Daratumumab) in combination with Pomalyst (pomalidomide) and dexamethasone,Multiple myeloma
PFE,2021-07-09,PADCEV (enfortumab vedotin) - EV-301,Urothelial cancer
EVAX,2021-07-08,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma
MRK,2021-07-08,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma
SNY,2021-07-06,TZIELD (teplizumab-mzwv),Type 1 diabetes
MRK,2021-07-06,KEYTRUDA (pembrolizumab),Cutaneous squamous cell carcinoma (cSCC)
JAZZ,2021-06-30,RYLAZE (JZP458),Acute lymphoblastic leukemia (ALL)
LGND,2021-06-30,RYLAZE (JZP458),Acute lymphoblastic leukemia (ALL)
VCEL,2021-06-29,NexoBrid,Severe burns
MDWD,2021-06-29,NexoBrid,Severe burns
IPHA,2021-06-22,Lacutamab (IPH4102) - (TELLOMAK 3),"Mycosis Fungoides, Sézary Syndrome"
ADCT,2021-06-22,Camidanlumab tesirine - (Cami),Hodgkin lymphoma (HL)
XOMA,2021-06-18,MIPLYFFA (MY-PLY-FAH) (arimoclomol),Niemann-Pick disease Type C (NPC)
ZVRA,2021-06-18,MIPLYFFA (MY-PLY-FAH) (arimoclomol),Niemann-Pick disease Type C (NPC)
BPMC,2021-06-16,AYVAKIT (avapritinib),Advanced Systemic mastocytosis (SM)
ETON,2021-06-15,REZIPRES (ephedrine hydrochloride injection),Injectable hospital product
MNKKQ,2021-06-15,StrataGraft,Deep partial thickness severe burns - skin defects
